23886,0.0,0.0,0.0,0.0,0.0
23896,0.0,0.0,0.0,0.0,0.0
23906,0.0,0.0,0.0,0.0,0.0
23915,0.0,0.0,0.0,0.0,0.0
23926,0.0,0.0,0.0,0.0,0.0
23936,0.0,0.0,0.0,0.0,0.0
23946,0.0,0.0,0.0,0.0,0.0
23956,0.0,0.0,0.0,0.0,0.0
23966,0.0,0.0,0.0,0.0,0.0
23976,0.0,0.0,0.0,0.0,0.0
23986,0.0,0.0,0.0,0.0,0.0
23996,0.0,0.0,0.0,0.0,0.0
24006,0.0,0.0,0.0,0.0,0.0
24015,0.0,0.0,0.0,0.0,0.0
24026,0.0,0.0,0.0,0.0,0.0
24036,0.0,0.0,0.0,0.0,0.0
24046,0.0,0.0,0.0,0.0,0.0
24056,0.0,0.0,0.0,0.0,0.0
24066,0.0,0.0,0.0,0.0,0.0
24076,0.0,0.0,0.0,0.0,0.0
24086,0.0,0.0,0.0,0.0,0.0
24096,0.0,0.0,0.0,0.0,0.0
24106,0.0,0.0,0.0,0.0,0.0
24115,0.0,0.0,0.0,0.0,0.0
24126,0.0,0.0,0.0,0.0,0.0
24136,0.0,0.0,0.0,0.0,0.0
24146,0.0,0.0,0.0,0.0,0.0
24156,0.0,0.0,0.0,0.0,0.0
24166,0.0,0.0,0.0,0.0,0.0
24176,0.0,0.0,0.0,0.0,0.0
24186,0.0,0.0,0.0,0.0,0.0
24196,0.0,0.0,0.0,0.0,0.0
24206,0.0,0.0,0.0,0.0,0.0
24215,0.0,0.0,0.0,0.0,0.0
24226,0.0,0.0,0.0,0.0,0.0
24236,0.0,0.0,0.0,0.0,0.0
24246,0.0,0.0,0.0,0.0,0.0
24256,0.0,0.0,0.0,0.0,0.0
24266,0.0,0.0,0.0,0.0,0.0
24276,0.0,0.0,0.0,0.0,0.0
24286,0.0,0.0,0.0,0.0,0.0
24296,0.0,0.0,0.0,0.0,0.0
24306,0.0,0.0,0.0,0.0,0.0
24315,0.0,0.0,0.0,0.0,0.0
24326,0.0,0.0,0.0,0.0,0.0
24336,0.0,0.0,0.0,0.0,0.0
24346,0.0,0.0,0.0,0.0,0.0
24356,0.0,0.0,0.0,0.0,0.0
24366,0.0,0.0,0.0,0.0,0.0
24376,0.0,0.0,0.0,0.0,0.0
24386,0.0,0.0,0.0,0.0,0.0
24396,0.0,0.0,0.0,0.0,0.0
24406,0.0,0.0,0.0,0.0,0.0
24415,0.0,0.0,0.0,0.0,0.0
24426,0.0,0.0,0.0,0.0,0.0
24436,0.0,0.0,0.0,0.0,0.0
24446,0.0,0.0,0.0,0.0,0.0
24456,0.0,0.0,0.0,0.0,0.0
24466,0.0,0.0,0.0,0.0,0.0
24476,0.0,0.0,0.0,0.0,0.0
24486,0.0,0.0,0.0,0.0,0.0
24496,0.0,0.0,0.0,0.0,0.0
24506,0.0,0.0,0.0,0.0,0.0
24515,0.0,0.0,0.0,0.0,0.0
24526,0.0,0.0,0.0,0.0,0.0
24536,0.0,0.0,0.0,0.0,0.0
24546,0.0,0.0,0.0,0.0,0.0
24556,0.0,0.0,0.0,0.0,0.0
24566,0.0,0.0,0.0,0.0,0.0
24576,0.0,0.0,0.0,0.0,0.0
24586,0.0,0.0,0.0,0.0,0.0
24596,0.0,0.0,0.0,0.0,0.0
24606,0.0,0.0,0.0,0.0,0.0
24615,0.0,0.0,0.0,0.0,0.0
24626,0.0,0.0,0.0,0.0,0.0
24636,0.0,0.0,0.0,0.0,0.0
24646,0.0,0.0,0.0,0.0,0.0
24656,0.0,0.0,0.0,0.0,0.0
24666,0.0,0.0,0.0,0.0,0.0
24676,0.0,0.0,0.0,0.0,0.0
24686,0.0,0.0,0.0,0.0,0.0
24696,0.0,0.0,0.0,0.0,0.0
24706,0.0,0.0,0.0,0.0,0.0
24715,0.0,0.0,0.0,0.0,0.0
